alcohol,alfalfa,anise,apple juice,apples,apricots,artichoke,arugula,asparagus,basil,beans ,beef,beer,beets,berries,bread,broccoli,brussel sprouts,cabbage,cake,calories,candy,carbs,carrots,cauliflower,celery,cereal,cheese,cherries,chicken,chickpeas,chives,chocolate,cilantro,coconuts,cook level,cook style,cookies,corn,cornbread,cuisine,dairy,dates,dill,eggs,endive,fat,fennel,fiber,fish,fudge,garlic,ginger,gluten,grains,grapefruit,grapefruit juice,horseradish,hot peppers,ice cream,kale,kohlrabi,lamb,leek,lemons,lentils,lettuce,limes,lychees,mangoes,meal time,meat,melon,milk,mushrooms,nuts,okra,onions,orange juice,oranges,oregano,pancakes,parsley,parsnips,pasta,peaches,pears,peas,peppers,plums,pomeloes,portion size,potatoes,price,protein,pudding,pumpkin,radish,rhubarb,rice,rosemary,rutabegas,sage,salmon,salt,sardines,scallions,shallots,soda,sour,soy,spicy,spinach,sprouts,squash,strawberries,sweet,thyme,tomato,tortilla,tuna,turkey,turnips,waffles,wasabi,water,wine,yams,meal id
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,high,0,medium,0,0,1,0,0,0,0,1,0,0,0,0,well,sauteed,0,0,0,chinese,1,0,0,0,0,medium,0,low,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,lunch,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,medium,0,low,medium,0,0,0,0,0,0,0,1,0,high,0,0,0,0,high,0,low,1,0,0,0,low,0,0,0,0,0,0,0,0,0,0,0,110
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,medium,1,low,1,0,0,0,0,0,1,0,0,0,0,1,well,grilled,0,0,0,french,1,0,0,0,0,low,0,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,lunch,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,medium,0,high,low,0,0,0,0,0,0,0,0,0,high,0,1,1,0,medium,1,high,1,1,0,0,low,0,0,0,1,0,0,0,0,0,0,1,111
1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,low,0,low,0,0,0,0,0,0,0,0,1,0,1,0,medium,smoked,1,0,1,mexican,0,1,1,0,0,high,0,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,lunch,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,small,0,medium,high,0,1,0,0,0,0,1,0,0,medium,0,0,0,0,low,0,medium,0,0,1,0,high,1,0,0,0,0,1,0,0,0,0,0,112
1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,low,0,low,1,0,0,0,0,0,1,0,0,0,0,0,well,smoked,0,0,0,greek,1,0,0,0,0,medium,0,low,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,lunch,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,medium,0,medium,low,1,0,0,0,0,0,0,0,0,high,1,0,0,0,medium,0,medium,0,1,1,0,low,0,0,0,0,0,0,0,0,0,1,1,113
1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,low,0,high,0,0,1,0,0,0,0,1,1,0,0,0,well,smoked,0,0,0,greek,0,0,1,1,0,high,0,low,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,dinner,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,medium,0,high,medium,0,0,0,1,0,1,0,0,0,high,0,0,0,0,medium,0,high,0,0,0,0,low,0,1,0,0,0,0,0,0,0,1,0,114
0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,low,1,high,0,0,0,0,0,0,0,0,1,0,0,0,rare,fried,0,0,1,chinese,1,0,0,0,0,low,0,medium,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,lunch,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,small,0,high,low,0,0,0,0,0,0,1,0,0,high,0,0,0,0,medium,1,low,0,0,0,0,low,0,0,0,0,0,0,0,0,0,0,0,115
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,low,0,medium,0,0,1,0,0,0,0,0,0,0,1,0,rare,steamed,0,0,0,french,0,0,0,0,0,high,0,low,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,snack,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,large,0,high,medium,0,0,1,0,0,0,0,0,0,medium,0,0,0,0,high,0,low,0,0,0,0,medium,0,0,0,1,0,0,0,0,0,0,0,116
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,low,1,high,1,0,0,0,0,0,1,0,0,0,0,1,medium,steamed,0,0,1,chinese,1,1,0,0,0,high,0,low,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,dinner,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,medium,0,medium,low,0,0,0,0,0,0,1,0,0,high,0,1,0,0,low,0,high,0,1,0,1,low,1,1,1,0,1,0,0,0,0,0,0,117
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,low,0,medium,0,0,0,0,0,0,0,0,1,0,0,0,medium,sauteed,0,1,0,italian,0,1,0,0,1,low,1,medium,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,snack,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,large,0,medium,high,0,0,0,0,0,1,0,0,0,low,1,0,1,0,low,0,low,0,0,0,0,medium,1,0,0,0,0,0,1,1,0,0,0,118
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,medium,0,high,0,0,0,0,0,0,0,1,0,0,0,0,medium,fried,0,0,0,french,0,0,0,0,0,medium,0,high,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,dinner,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,small,0,medium,medium,0,0,0,0,0,0,1,1,0,low,0,1,0,0,high,0,high,0,0,0,0,low,0,0,0,1,0,0,0,0,1,0,0,119
1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,low,0,low,0,1,0,1,0,0,0,0,0,1,1,0,well,steamed,0,0,0,italian,1,0,0,0,0,low,1,low,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,breakfast,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,large,0,high,low,1,0,0,0,0,0,0,0,0,high,1,0,1,0,low,0,low,0,0,0,0,medium,1,1,1,1,0,0,0,0,0,0,1,120
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,medium,0,high,0,1,0,0,0,0,0,0,0,0,0,0,rare,grilled,0,0,0,mexican,1,1,1,0,0,high,0,low,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,snack,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,small,0,high,low,0,0,0,0,1,1,1,0,0,low,1,0,0,0,low,0,high,0,0,0,0,medium,1,1,0,0,1,0,0,0,0,0,0,121
1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,high,0,high,0,0,0,0,0,0,0,1,0,0,0,0,rare,sauteed,0,0,0,mexican,1,0,0,0,1,medium,1,high,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,lunch,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,large,0,low,medium,1,0,0,0,0,0,0,0,0,high,0,0,0,0,low,0,high,0,0,0,0,medium,0,0,0,0,0,0,1,0,0,1,0,122
1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,low,0,medium,0,1,0,0,0,0,0,0,1,0,0,0,medium,grilled,1,0,0,french,0,0,1,0,0,high,0,low,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,snack,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,medium,0,high,medium,0,0,0,0,0,0,0,0,0,high,1,1,0,1,low,1,high,0,1,0,0,low,0,1,0,0,0,0,0,0,0,1,0,123
1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,low,0,medium,0,0,0,1,0,0,0,0,0,0,0,0,medium,fried,1,0,1,chinese,1,1,0,0,0,medium,1,low,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,breakfast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,medium,0,high,high,0,0,0,0,1,1,0,0,0,medium,0,1,1,0,low,0,medium,0,0,0,0,low,0,1,0,0,0,1,0,0,0,1,0,124
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,low,0,medium,0,0,0,0,0,0,0,0,0,0,1,0,well,steamed,0,0,0,italian,1,0,0,1,0,low,0,high,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,breakfast,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,medium,0,high,low,1,0,0,0,1,0,1,1,0,high,0,0,0,0,high,0,high,1,0,0,0,low,0,0,0,0,1,0,1,0,0,0,0,125
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,medium,0,medium,0,0,0,0,1,0,0,0,1,0,0,0,well,fried,1,0,0,french,1,0,1,0,0,low,0,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,breakfast,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,large,0,medium,medium,0,0,0,0,0,0,0,0,0,medium,0,0,0,0,high,0,low,0,0,1,0,low,0,0,0,0,0,0,0,1,0,0,1,126
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,low,1,medium,0,0,0,0,1,0,0,0,0,1,0,1,well,steamed,0,0,0,mexican,1,1,1,0,0,medium,0,high,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,lunch,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,small,0,medium,medium,0,0,0,1,0,0,0,0,0,high,0,0,0,0,low,0,high,0,0,0,1,low,0,0,0,0,0,0,0,0,0,0,0,127
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,low,0,low,1,0,0,1,0,0,0,0,0,0,0,0,well,grilled,0,0,0,french,0,0,0,0,0,low,0,medium,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,snack,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,large,1,medium,low,1,0,0,1,0,0,0,1,0,low,0,0,0,0,high,0,low,0,0,1,0,high,1,0,0,1,1,0,0,1,0,0,0,128
1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,medium,1,high,0,0,1,0,0,0,0,0,0,0,0,0,rare,smoked,0,0,0,italian,1,0,1,0,1,medium,0,low,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,snack,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,large,0,medium,low,0,0,0,0,0,0,0,1,0,high,0,0,0,0,low,1,medium,0,1,1,1,medium,0,0,0,0,1,0,0,0,0,1,0,129
0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,medium,0,medium,0,0,0,0,1,0,0,0,0,0,0,0,well,grilled,0,0,0,greek,1,0,0,0,0,low,0,medium,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,lunch,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,small,0,low,low,0,0,0,0,0,0,0,0,1,high,0,0,0,1,low,0,low,0,0,0,0,high,0,0,0,0,1,0,0,0,0,0,0,130
1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,high,0,low,0,0,0,1,0,0,0,0,0,0,0,0,rare,fried,0,0,0,chinese,0,0,0,1,0,medium,0,high,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lunch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,medium,0,medium,low,0,0,0,0,0,0,0,0,0,low,1,0,0,0,low,0,low,0,0,0,0,high,0,0,0,0,0,0,0,1,0,0,0,131
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,medium,0,medium,0,0,0,1,1,0,0,1,0,0,0,0,medium,sauteed,0,0,0,chinese,1,0,0,0,1,low,0,medium,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,breakfast,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,medium,0,low,medium,0,0,0,0,0,0,0,0,1,medium,1,1,0,0,medium,1,low,0,0,1,0,high,0,1,0,0,0,1,0,1,0,1,0,132
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,high,1,medium,0,0,1,0,1,0,0,0,1,0,0,0,medium,sauteed,0,0,0,french,1,0,0,0,0,low,1,low,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,dinner,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,large,0,high,low,0,0,0,0,0,0,0,0,0,low,0,1,1,0,low,0,low,1,0,0,0,high,0,0,0,1,0,0,0,1,0,0,0,133
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,high,0,high,0,0,0,0,0,0,0,0,0,1,0,0,well,steamed,0,0,1,mexican,0,1,0,0,0,high,1,low,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,lunch,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,small,0,high,medium,0,0,0,0,0,0,1,0,0,medium,0,0,1,1,low,1,high,0,1,1,0,low,1,0,0,0,0,0,0,0,0,0,0,134
0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,high,0,low,0,0,0,0,0,0,0,0,0,0,0,0,rare,grilled,0,0,0,mexican,0,0,0,1,1,high,0,medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,dinner,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,large,0,high,low,1,0,1,0,0,1,0,0,0,medium,0,0,1,0,high,0,medium,0,0,0,0,medium,0,0,0,0,1,0,1,0,0,0,0,135
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,low,0,medium,0,0,0,0,0,0,0,0,0,0,0,0,well,grilled,0,0,0,italian,0,0,0,0,0,medium,1,low,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,dinner,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,small,0,high,low,0,0,0,1,0,0,0,0,0,high,0,0,0,0,high,0,medium,0,1,0,0,low,0,0,1,0,0,0,0,0,0,0,0,136
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,high,1,low,0,0,0,0,1,0,0,0,0,0,0,0,rare,fried,0,0,0,french,1,0,0,0,0,medium,0,high,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,dinner,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,large,0,high,medium,1,0,1,0,0,0,0,0,0,low,0,0,1,0,medium,0,high,0,0,0,0,high,0,0,0,0,0,0,0,0,0,0,0,137
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,low,0,high,0,0,0,0,1,0,1,0,0,0,0,0,well,steamed,0,0,0,italian,1,1,0,1,0,medium,0,low,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,snack,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,large,0,high,low,0,1,0,0,0,0,0,0,1,high,0,0,0,0,medium,0,medium,0,0,0,0,medium,0,0,0,0,0,0,0,0,0,0,0,138
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,low,0,medium,0,0,0,0,0,0,0,0,0,0,1,0,medium,grilled,0,0,0,greek,0,0,0,1,0,medium,0,medium,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,snack,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,medium,0,medium,medium,0,0,0,0,0,0,0,0,0,medium,0,0,0,1,medium,0,high,0,0,0,0,low,0,0,0,0,0,0,0,0,0,0,1,139
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,medium,0,medium,0,1,0,0,1,0,0,1,0,1,0,1,medium,sauteed,0,0,0,italian,1,0,0,0,0,low,1,low,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,lunch,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,small,0,high,low,1,1,0,0,0,0,0,0,0,high,0,1,0,0,low,0,high,0,0,0,0,medium,1,0,0,0,0,0,1,0,0,0,0,140
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,low,0,low,1,0,0,1,1,0,0,0,0,0,0,0,medium,steamed,0,0,1,greek,1,1,0,0,0,low,0,low,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,breakfast,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,large,0,low,low,0,1,0,1,0,0,0,0,0,low,0,0,0,0,low,0,low,0,0,1,0,medium,0,0,1,0,1,0,0,0,0,0,0,141
0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,medium,0,medium,0,0,0,0,0,1,0,0,0,0,0,0,rare,fried,0,0,1,mexican,1,1,0,0,1,medium,1,high,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,snack,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,medium,0,high,high,0,0,0,1,0,0,0,0,0,medium,0,0,0,0,medium,0,high,0,0,1,1,high,1,0,0,1,0,0,0,0,0,0,0,142
1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,high,0,medium,0,0,0,0,0,1,0,0,0,0,0,0,medium,grilled,0,1,0,greek,1,0,0,0,0,medium,0,high,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,breakfast,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,large,0,low,medium,0,0,1,0,1,0,0,0,1,low,1,0,0,0,high,0,low,0,0,0,0,low,0,1,0,0,1,0,0,0,0,0,0,143
0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,medium,0,medium,0,0,0,0,0,0,0,0,0,0,1,0,rare,steamed,1,1,0,chinese,1,1,0,0,1,medium,0,low,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,snack,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,medium,1,high,medium,0,0,0,0,0,0,1,1,0,low,0,0,0,0,low,1,high,0,0,0,1,low,0,0,0,0,0,0,0,0,1,0,0,144
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,low,0,medium,0,0,0,0,0,0,0,1,0,0,0,0,medium,smoked,1,0,0,greek,0,0,0,1,0,medium,1,high,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,snack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,medium,0,high,medium,0,0,0,1,0,0,0,0,0,high,0,0,0,0,low,0,low,1,1,0,0,high,0,0,0,0,0,0,0,0,1,0,0,145
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,low,0,low,0,0,0,0,0,0,0,0,0,0,0,0,rare,sauteed,1,0,0,mexican,1,0,0,0,0,medium,0,medium,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,lunch,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,medium,0,high,medium,0,0,0,0,1,0,0,1,0,high,0,0,0,0,high,0,high,0,0,0,0,high,0,1,0,0,0,0,0,0,1,0,0,146
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,low,0,high,1,0,0,0,0,0,1,0,1,0,0,0,well,grilled,0,0,0,greek,0,0,0,1,1,medium,1,low,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,snack,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,large,1,medium,low,0,0,0,0,0,0,0,0,1,medium,0,0,1,0,low,0,high,0,0,0,0,low,0,1,0,0,0,0,0,0,0,0,0,147
