alcohol,alfalfa,anise,apple juice,apples,apricots,artichoke,arugula,asparagus,basil,beans ,beef,beer,beets,berries,bread,broccoli,brussel sprouts,cabbage,cake,calories,candy,carbs,carrots,cauliflower,celery,cereal,cheese,cherries,chicken,chickpeas,chives,chocolate,cilantro,coconuts,cook level,cook style,cookies,corn,cornbread,cuisine,dairy,dates,dill,eggs,endive,fat,fennel,fiber,fish,fudge,garlic,ginger,gluten,grains,grapefruit,grapefruit juice,horseradish,hot peppers,ice cream,kale,kohlrabi,lamb,leek,lemons,lentils,lettuce,limes,lychees,mangoes,meal time,meat,melon,milk,mushrooms,nuts,okra,onions,orange juice,oranges,oregano,pancakes,parsley,parsnips,pasta,peaches,pears,peas,peppers,plums,pomeloes,portion size,potatoes,price,protein,pudding,pumpkin,radish,rhubarb,rice,rosemary,rutabegas,sage,salmon,salt,sardines,scallions,shallots,soda,sour,soy,spicy,spinach,sprouts,squash,strawberries,sweet,thyme,tomato,tortilla,tuna,turkey,turnips,waffles,wasabi,water,wine,yams,meal id
1,,,,,,1,,,1,1,,,,1,,,,,,medium,,,,,,,1,,,,1,1,,,,,,,1,italian,1,,,,,,,low,0,0,,,1,,,,,,0,,,,,,,,,,1,,,,,1,,,,0,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,1,low,,low,1,,,,,,,1,,,0,,,,,0,103
,,,1,,,1,0,,1,,,,,0,,,,0,1,low,1,medium,1,,0,,,,,,0,,,,,fried,,1,,,,,,,1,medium,1,high,,1,,,0,,,1,0,,0,,,,,,,,,,,lunch,,1,,,,1,1,,0,0,,,,,,,,,0,,,0,,,0,,,,1,1,,,,medium,0,,,,,,low,,,,,,,,,,,,,0,,,,104
,1,,1,,,1,,0,1,,,,,,0,,,,,low,1,,1,,,,,,,1,,,0,,well,fried,,1,,,,,,,1,,1,high,,1,,,,,,1,,,,,,,,,,,,0,,lunch,,1,,,,,1,,,0,0,,,,,,,,,,large,,,,,,,,1,1,,,,,,,0,0,medium,,low,,,,,,1,1,,,,,,,,,,104
,,,,1,,,,,,,,,,,,,,,,,,,0,,1,,1,,,0,1,0,,,,,,,,,1,,1,,,,,high,,,,,,,,,,,,0,,,,,1,,,,,,1,,,,,0,,1,,0,,,1,,,,,,,,medium,,,,,1,,1,,,,,,,0,,,,medium,,,,,,,,,,,,,,0,,,,,105
,,,,,,,,,,,,,,0,,,,,,,,high,,,1,,1,,1,,1,0,,,rare,steamed,,0,0,,,,,,,,,high,,,,,,,,,,,,,,,,,1,,,,,lunch,,,,,,,0,1,,,0,0,1,,,1,0,0,,0,medium,,low,,,,,,0,,0,,,medium,,,,,medium,,,,,,,medium,,,,,,,,,,,,105
,0,,0,1,0,,,,,,,,,,,,,,,medium,,,,,1,,1,,,,1,,,,,,,,,french,,,1,,0,low,,,,,,,0,1,,,,,,,,,0,,1,,,0,,lunch,1,,,,0,,,1,,0,,,,,,,,,,,,,,low,,,0,1,,,,0,,,,,,0,,,low,,,,,,,,,,,,,,,,,105
,,,,1,,,,,0,,,,,,,,,,0,medium,,,,,1,,1,,1,,,,,,rare,,,,,,1,,1,,,,,,,,,,,1,0,,,,,,0,,,,1,,,,,lunch,1,,,,,,0,1,,,,,,,,,,0,,,,,,low,,1,,1,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,105
0,,,,,,0,,,,,,,,,1,,,,,,,medium,,,,,,,,0,,,,,well,,,,,,,,1,,,medium,1,,,,,0,1,,,,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,,medium,,,,,,,,1,,medium,,,,,,,low,,,1,,medium,,,,,0,,,,1,,,107
,,,,,,,,,,0,1,,,,1,1,,,,medium,,low,,,,,,,,,,,0,,,,1,,1,,,,,,1,medium,,,,0,,,1,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,1,,0,,,,1,0,small,,high,,,,,,,,,1,,,,,0,,,,,,1,,,,1,,1,,,,0,,1,0,1,108
,,,,,,,,,,,,,,,1,1,,,,medium,,,,0,0,,,1,,,,,,,,,1,,1,,1,,,,1,,,low,,,0,,1,1,,,,,,,,,,,,,,,,,1,1,1,,,0,,,1,,,,,,,,,,1,,,,,,,,0,,0,,,1,,medium,,,,,low,,low,,1,,,,,,1,,,,,,1,,1,108
,,,,,,,,,0,,1,,,,1,1,,,,medium,,low,,,,,,,,,,,,,,fried,1,,1,italian,1,,,,,,,,,0,,,,1,,,,,,,,,,,,1,,,,,1,1,,,,,,,1,,,0,1,,,,,,1,,small,,,,,,,,,,,1,,,,0,,,low,,,,,,,low,,1,,,,,,1,1,,,108
,,,,,,0,,,,,1,,,,,1,,0,,,,low,,,,,,1,,,,,,,,fried,,,,,1,,,,,,,low,0,,,,1,1,,,,,,,,,,,,1,,,,lunch,,1,,,,,,,1,,,0,1,,,,,,,,,,,,,0,,,,,,,0,medium,,,,0,low,,,,1,,,,,,1,,0,,,1,1,,1,108
0,,,,,,,,,,,,0,,,1,,,,,low,1,,,,,,0,0,,,,,1,0,medium,sauteed,,0,0,,,,,,,high,1,,,0,,,,,,,,,,1,1,,,,,,,,1,breakfast,0,,,,,,,0,,,,,,,,,,0,1,,medium,,,high,,1,,,,,,,,,,,,,,,high,0,,,,,1,,,1,,,,,,,1,109
,,,,,,,,,,,,,0,,,,,0,,high,,,,,,,,,,1,0,0,,,well,,,,,,1,0,,,,medium,0,,,,,0,0,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,1,,,,,,,,,medium,,low,,,,,,,,,1,,,,,,,high,,low,1,,,,low,,,,,,,,,,,,110
,,,,,0,,,,,,,,,1,,,,,,high,,,,,1,,,,,1,0,,,,,,,,,,1,,,,0,,,low,,,,,,,,,,,,,,,,,,1,,,,lunch,,,,,,,,,,,,1,,,,,,,,,medium,,low,medium,,,,,,,0,1,0,high,,,,,,,,1,,,0,,,,,,,,0,,,,,110
,,,,,,,,,,,,0,,1,,,,,,high,,,,,1,,,,,1,,,,,well,sauteed,0,0,,chinese,1,,,,,medium,,,,,,,0,,,,,,,,,,,,,1,,0,,,,,0,,,,,,,,,,,0,1,,,,,,medium,,low,,,0,,,,,,1,,,,,,0,,,low,,,,,,,,,,,,,,,,,110
,,0,,,,,,0,,,,,,1,,,,,,,0,,0,,,0,,,,1,,,,,,sauteed,,,0,,1,,,,,,,low,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0,,,,1,,,1,,,,,,medium,,,,,,0,,,0,,1,,,,,,,,,,1,0,,,,,,,,,,,,,,,110
,,1,,0,,,,0,,,,,,1,,,,1,0,,1,,1,,,,,,1,,,,,1,well,grilled,,,,french,,,,0,0,,,,,,,,,,,,,,,,,0,,0,,,0,1,,lunch,1,,,,,,,0,,,,1,,,0,,,1,,,,0,high,,0,,,,0,,,,,,,,1,,,1,,1,,,0,,,,,,,0,,0,,,1,111
,,1,0,,,0,,,,,,,,1,,,,,,medium,1,,1,,,,,,1,,,,,,well,grilled,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,0,,1,,,1,,1,,,,,,,,,1,,,,,,1,,,,,,low,,,,,0,,,,,high,,1,1,,medium,1,,1,1,,,low,,,,1,,0,,,,,,111
0,,1,,,0,,0,,,,0,,,1,0,,0,1,,medium,,low,1,,0,0,,,1,,,,,1,well,,,,,french,1,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,medium,,high,,,,,0,0,,,,,,,1,1,,,1,high,1,1,,,low,,,,1,,,,,0,,1,111
,0,1,,0,,,,,,,,,,1,,,,1,,,1,low,1,,,,,,1,,,,,1,,grilled,,,,,1,,,0,,,,,1,,,,,,,,,,,0,,0,,,,,,1,,,1,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,0,,,,,,,,,medium,,,,1,,,,,,,1,,,,,0,,1,111
,,1,,,,,,,,,,,,1,0,,,1,,medium,1,,1,0,,,,,1,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,lunch,1,,1,,0,,0,,,,,,,,,,,1,,0,,,high,,,,,,,,,,,high,,,1,,medium,1,,1,1,,,,,,,1,,,,,,,1,111
1,0,0,,,,,,,,,1,1,0,,,,,1,,low,0,low,,,,0,0,,,,1,,,,,smoked,,,,,,1,1,,,high,,,,,,0,,0,,,,,,,,,,0,1,,,,,,1,0,,,,1,,,,,0,,,1,,,,,1,,,,,,,1,,0,,,,,,medium,,,,,,0,,,,1,,,1,,0,,,1,,,0,,,112
1,,0,,,,,,,,,,,,,,,0,1,,low,,,,,,,,,,,,,1,0,medium,,1,0,1,mexican,,1,,,,,,,,,,,,0,,,,,,,,,,,1,,,,,,,,,1,,,1,1,1,,,,,1,,,,,1,,,,,,,1,0,,,,1,,,medium,,,,,,,,,,,,,1,,,,,1,,,,,,112
1,,,,,,,,,0,,,1,,,,,,,,low,,,,,,,,,,,,,1,,,smoked,,,1,,,,1,0,,high,,low,,,,,,,,,0,,,,,,,0,1,,,,,,,,,1,,1,1,1,1,,,,,1,,,,0,1,,small,0,,,0,1,,,,,1,,,,,0,,,,,,,0,1,,,1,,,,,1,0,,,,,112
,0,,,,,,,,,,1,1,,,0,,,,,low,0,,,,,0,,,,,1,0,1,,medium,smoked,,,1,,,1,1,0,,,,,,,,,,,,,0,0,,,,,,,1,,0,,,lunch,,,,1,,1,1,,1,,,0,,1,,,,,1,,,0,medium,,,1,,,,,1,0,,,,,,,,,,,0,1,,high,1,,,,,1,,,,,,112
1,,,0,1,,,,,,,1,,,,,,,,1,low,,,1,,,,,,1,0,,,,,,smoked,,,,,1,0,,,,medium,,,,,0,,,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,1,,low,,,,,0,,,,,,1,113
1,,,,,,,,,1,,1,,,,,,,,1,low,,low,1,0,,,,,1,,,,,,,,,,,,1,,,0,,medium,,low,1,,0,,,,,,,,1,,,,,,,,1,,,lunch,,,,,,0,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,high,,0,,,,,medium,,,1,,low,,,,,,,,,,,1,113
,,0,,,,,,0,,,1,,1,0,,,,0,,,,,1,,,,,,,,,,,0,,smoked,,,,,1,,,,,,,,1,,,,,,,,,,1,,,1,,0,,,1,,,,1,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,0,,high,,,,,,,,,,1,,,,,,,,,,,,1,1,113
,,,,,,,1,1,1,1,,,1,,,,0,1,,,,,,,1,0,,,,1,1,,,,,,0,,,greek,,,,1,,high,,,,1,0,,0,1,,,,,,0,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,high,,,,,1,,1,,0,,,,,,,,,,,,,,,,1,0,,,,,,0,1,,114
1,,1,,,,,1,1,1,1,,,1,1,,,0,1,,,,high,,,,,0,,,1,1,,,,well,,,,,,,,1,1,,,0,,,1,,,0,1,,,0,,,,1,,1,,,0,,,,,,,,,,,,,,,,1,,,,1,,,,,medium,,,,,,,1,,1,,,,high,,,,,medium,,,,,,,low,,1,,,,,0,,,1,,114
1,,1,,,,,,,1,,,,1,1,,,,1,0,,,high,,0,,,,,,1,1,,,,,smoked,,,,,,,,1,,high,,low,,,,,,,,,0,,,,1,,1,,,,,,,,,,,,,,,,,,,,0,,,1,,0,,,,,,,,,,1,,,,,0,high,,,,0,,,high,,,,,low,0,,,,,,,,,,,114
1,,1,,,,,1,1,1,1,,,,,,,,,,low,,,,,1,,,,,1,1,,,,well,,,,,greek,0,,1,,,,,,,1,,,,1,,,,,,,1,,1,,,0,0,,,,,,,0,,,,0,,,,1,,,,,,,,,,,high,medium,,,,1,,1,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,0,114
,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,0,1,,,,,,,,,chinese,,,,,,low,,,,,,,,,,,,,1,,0,,,0,,,,0,,,1,,,,,,,,,,,1,,0,,,,,,,small,,high,low,,,,,,,1,,,high,,,,,,1,,0,,,,,,,,,,,,,,,,115
,,,1,1,,1,,,,,,,,,0,,0,,0,,1,,0,,,,,,,,1,,,,rare,,,,1,chinese,,,,,,low,,medium,,,,,,0,,,,,1,,,,,,,,,,0,,1,,,,,,,,0,,,1,,,,,,,,,,,high,low,0,,,,,,,,,high,,,,,,1,low,,,,,,,,,,,,,,,0,0,115
,0,,,1,,,,,,,1,,,,,,,,0,low,1,,,,0,,,,,,,,,0,,fried,,,1,,1,,,,,,,,,0,,,0,,,,,1,1,,,,,,,,0,,,,1,,0,,,,0,,,,0,1,0,,,,,,0,,small,,,,,,,,,,,,0,high,,,0,,medium,1,,,,,,,,,0,,,0,,,0,,,115
,,,1,1,,1,,,,,1,,,0,,,,,,low,1,,,,,,,,,,1,0,0,,rare,,,,1,,,,,,,,,,,0,,,,,,0,,1,1,,,,,,,,,0,,,,,,,,,,,0,,,1,,0,,,,,,,small,,,low,,,,,,,1,,,,,,,0,medium,1,,,,,,low,,,,,,,0,,,,,115
,,,0,,,1,,,,1,,,,,,1,,,,,1,,1,,,,,,1,,,,,1,medium,,,,1,,1,1,,,,,,,,,,,1,,0,1,,,1,,,,,,,,1,,,,,,,1,,,,1,,,1,,,,,,,,,,medium,,,,,,,,,,1,,0,,,1,,,low,,high,,1,,,,,,1,,1,,,0,,,0,117
,,,,,,1,,,,1,,,,,,1,,,,,1,,1,0,,,,,1,,,,,1,,,,0,1,,1,,,,,high,0,,,0,,,1,,,,,,1,,,,0,,,,1,,,dinner,1,,,1,,1,,,,0,1,,0,,,,,,0,,medium,,,,,,,,,,1,,,high,,1,,,,,high,,1,,,,1,1,,,1,,,,,,,117
,,,,,,1,,,0,1,,,,0,,,,,,,,high,1,,,,,,1,0,,,,1,,,,0,,chinese,1,1,,,0,high,,,,,,,1,,,,,,1,0,,,,,,,1,0,,dinner,1,,,,,1,,1,,,1,0,,0,0,,,,,,,,,low,,,,,0,,1,,,high,,1,,,,,,,1,,1,,1,1,,,,,,,,,,117
,,,,,,0,,,,,,,,,,,,,,,,medium,,,,,,,,0,,,0,,,,,1,,,,,,,1,,1,medium,,,,0,,,0,1,,,,,,,1,,,,1,,1,snack,,,,,,,0,1,,0,,1,,1,,,1,,1,,,,,high,,,0,,0,,,,,low,1,,,,low,,,,0,,,,,,,,,,1,1,,,,118
0,,,,,1,0,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,,,,medium,,high,1,0,,,,0,,,,,,,,,,0,,,,,,dinner,,,,,,,,1,0,,,,0,,,,0,0,,,small,0,,medium,,,,0,,,1,,,low,,1,,,,,,,,,,,,,,1,,,,,,,0,119
,,,,0,,,1,0,,,,1,,,,,,1,,,,low,,1,,,,0,,,0,1,,,,steamed,0,,,italian,1,,,,,,1,,1,,,0,1,,,,,,,,,,,1,,,,,,breakfast,,,1,,,,,,,,,1,,,1,1,,,,,,,high,,1,,,0,,,,,,high,1,,,,low,,,,,,0,,,1,,,,,,,,,1,120
,,0,,,,,1,,,,,1,,,,,,1,,low,,low,,1,,1,,0,0,,,,1,,,,,0,,,1,,,,,,1,,1,,,0,,,,,,1,,,,,,,,,0,,,,,,1,0,,1,,,1,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,medium,1,1,1,,,,,,,,1,120
1,,,,,,,1,,,,,1,,,,,,1,,,,low,,1,,1,,,,,,1,1,,,steamed,,,,,1,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,0,1,,0,1,,,1,,,,,0,large,,,,1,,,,,,,0,,high,1,,,,,,,,,,0,,1,1,1,1,,,,,0,,1,120
1,,,,,0,,,,,,,1,,0,0,,,1,,low,,low,,,,1,,,,,,,1,,,steamed,,,,italian,,,0,,,,,low,,,,,1,,,,,1,,,,,0,1,,,,,0,,,,1,,0,,,,1,,,1,,0,1,1,,,,,,,high,low,,,,,,,,,,high,1,,,,low,,low,,,,,medium,,1,1,1,,,,,,0,1,120
,,,,0,0,0,1,,,,,1,0,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,0,,,0,,1,,,,0,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,1,1,,,,0,,,,low,1,,0,,0,,,,,high,1,0,,,,,,0,,,,,1,1,,1,,,,,,,,120
,,,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,rare,,,0,0,mexican,1,1,,,,high,,low,,,,,,,1,,,,,0,,,,,,,0,,,snack,1,0,,,,1,,,,,,,1,,,,,,,1,small,,,,,,,,1,,1,0,,,1,,,,,0,high,,0,0,,medium,,,,,,,,0,,,,121
,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,0,,,rare,grilled,,,,mexican,1,1,1,,,,,low,,,,,,,,,0,,0,,0,,,0,,,,,0,snack,,,,,,1,1,,,,1,,,,,,,,,1,,,high,,,,,,1,1,1,,,low,,,,,,,,,,,,medium,,,,,1,,,,,,,121
1,,,0,,,,,,1,,,,1,,,,,,,high,,high,,,,,,0,,1,,,,,,,,,,,1,,,0,1,medium,1,,,,,,,1,0,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,large,,,,1,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,1,,,1,,122
1,,,,,,,,,1,,,,,,0,,,,,high,,high,,,0,,,,0,,,,0,,,sauteed,,0,,,1,,,,1,,1,,,,,,,,,,,,1,1,,,0,,,,0,,,lunch,,,0,,,0,,,,,,,1,,,,,0,0,,,,low,medium,1,,,,,,,,,high,,,,,,,,,,,,,,,,,,,1,,,,,122
1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,rare,sauteed,,,,mexican,1,0,,,,,,,0,,,,,1,,,,,1,,,,,,,,,,,,,0,,0,,,,,,,,,1,,,,,,,,,,,medium,,,,,,,,,,,,,,,low,,high,,,0,,,,,0,,0,,,,,1,,122
1,,0,,,,,,1,,,1,,,,,,,,,low,,medium,,1,,,0,,0,,,,,,,grilled,1,,,,,,1,,,high,0,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,medium,,,,,,,,,,0,,,,,,0,1,low,1,high,,,,,,,1,,0,,,,,,,,123
1,,,,,,,,1,,,1,0,,,,,,,,,,,,,0,,0,,,,1,,,0,medium,,,,,,,,1,,,high,,low,1,,,,,,,,,,,,1,,,,,1,,,,snack,,,,0,,,,,,0,,1,,,,,,0,0,1,medium,,,,,,,,0,,0,,,high,1,1,,1,low,1,,,1,,,low,,1,,0,0,0,,,,1,,123
1,1,,,1,,1,,,0,,,,,,,,,,,low,,,,,,1,,,,,,,,,medium,fried,1,,1,chinese,1,1,,,,,1,,,,,,1,1,,,,,1,1,,,,0,0,,1,,1,breakfast,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,1,1,,,,,,1,1,,,,medium,,,,0,low,,1,,,0,1,,,,1,,124
1,1,,,1,,1,,,,,,,,,,,,,,low,,,0,,,,,,,,,,,,medium,,1,,1,,1,1,,,0,,1,low,,,,,1,1,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,1,1,,,,,,1,,,,0,medium,,,,,low,,1,,0,,1,,,,1,,124
,,,,1,0,,,,,,0,,,,,,,0,0,,,medium,,,,,,,,,,,,,medium,,1,0,1,chinese,1,,,,,medium,1,,,,,,1,1,,,0,,,,,,,,,,1,,1,breakfast,,,,,,,,,,,,0,,,,,0,,0,,medium,,high,,,,,,1,1,,,,,,1,1,,,,medium,,,,,,,1,,,,1,0,,,1,,124
1,,,,1,0,1,,,,,0,,,0,0,,,,,,,,,,,1,0,,,,,,,,medium,,1,0,1,,1,1,0,0,,,1,,,,,,1,1,,,,,1,,,,,,,,1,,,breakfast,,,0,,,,0,,,,,0,0,,,,,0,,,medium,0,high,,,,0,,,1,,,,medium,,1,,,,0,,,,,,,,1,,,,1,,,,1,,124
1,,,,,,,0,,,,,,,,,,,,,low,,medium,,,,,,,,,,,,,medium,,1,,1,,1,,,,,medium,,low,,0,,0,1,1,,,,,,1,,0,,0,,,,,,breakfast,,,,0,,,,0,,,,0,,,,,0,,,,,,high,,,,0,,1,1,0,,,,0,1,1,0,low,,,,,0,,,,1,,,,1,,0,0,,,124
,0,,,,,,,,,0,0,,,,,,,,,,,medium,,,,,,0,,,,,,,well,fried,1,,,,1,,1,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,1,,,,0,,,,,medium,,0,,,,,,,,,,,,0,high,,low,,,,,,,,,,,,0,,,,1,126
,,,,,,,,,,,,,,,,,0,,,,,medium,,,,,,,,,,,0,,,fried,,,,,,,1,,,low,0,low,,,,,,1,0,,,,0,0,,,,,,1,,1,,,,,,,,,1,,,,1,,0,,,0,,,,,large,,,medium,,,,,,,,,0,,,,,,,,,,,1,0,,,,,,,,,1,,,1,126
,,,0,,,,,,,,,,,,,,,,,,,medium,,,,,1,0,,0,1,,,,well,,1,,,,,,1,,,low,,,,,,,0,1,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,1,,,,1,,,,,0,,,,,,,,,,,,,,medium,,,,,high,,low,,,1,,low,,,,,,,,1,,,1,126
,,,0,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,1,,,french,1,0,1,,,low,,,,,,,,1,,,,,0,,,,1,,,1,,1,,,0,,,0,,,,,,,1,,,,,,,0,,,large,,,,,0,0,0,0,0,,,0,medium,,,,,,,,0,,1,,low,,,,,0,,,1,,,1,126
,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,1,,,0,well,,1,,,french,1,,1,,,low,0,,,,0,,,,,,,,0,,,,1,,,1,,1,,breakfast,,,,,,,1,,,,1,,,,,,0,0,,,,,medium,,,,,,,0,,,,medium,,,,,,,,,,1,,low,,0,,,,,,1,,,1,126
0,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,0,1,,1,,,,0,,,,1,1,,0,medium,,high,,,,1,0,,,0,,,,1,,,0,1,,1,,,,,,,,,0,,,,,,1,,,1,,,,,,,,,,medium,,0,,1,0,0,,,,,,,,,low,,high,,,,1,,,,,,,,0,,,,,127
0,,,,,,1,,,,,1,,,,1,,,1,,,,,,,0,1,,,,0,0,,,,,,,,,,,,,,,low,,,1,,,,1,1,1,,,,,,,,,0,,,,,,,1,1,,,,,1,,0,0,,,,,,,,,,,,1,medium,low,,,,1,0,,,1,,,,0,,,high,0,low,,,1,,high,1,,,1,1,0,0,,,,,128
,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,0,,,french,,,0,,,,,,,,,,1,1,,,,,,,,0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,high,,,,,1,,,,,,1,1,,,1,,,,128
